New iD,Active Majors,GPA UG Cum,Reporting Year,Term,Course Name,Current Status,Verif Grade,M89 Stu Recent Math Placement 
937372,,3.991,2015,15/FA,MA-125,N,A,MATH.4
1228750,CS,3.794,0,,MA-050,NC,,MATH.4
1228750,CS,3.794,0,,MA-101,NC,,MATH.4
1228750,CS,3.794,0,,MA-109,NC,,MATH.4
1228750,CS,3.794,0,,MA-115,NC,,MATH.4
1228750,CS,3.794,2018,18/FA,MA-125,N,A,MATH.4
779783,,3.887,0,,MA-050,NC,,MATH.4
779783,,3.887,0,,MA-101,NC,,MATH.4
779783,,3.887,0,,MA-109,NC,,MATH.4
779783,,3.887,0,,MA-115,NC,,MATH.4
779783,,3.887,2011,11/FA,MA-125,N,A-,MATH.4
1156822,,3.47,0,,MA-050,NC,,MATH.4
1156822,,3.47,0,,MA-101,NC,,MATH.4
1156822,,3.47,0,,MA-109,NC,,MATH.4
1156822,,3.47,0,,MA-115,NC,,MATH.4
1156822,,3.47,2017,17/FA,MA-125,N,B+,MATH.4
868948,,2.905,0,,MA-050,NC,,MATH.3
868948,,2.905,0,,MA-101,NC,,MATH.3
868948,,2.905,2013,13/FA,MA-109,N,D+,MATH.3
868948,,2.905,2013,14/SP,MA-125,N,C-,MATH.3
841153,,2,0,,MA-050,NC,,MATH.4
841153,,2,0,,MA-101,NC,,MATH.4
841153,,2,0,,MA-109,NC,,MATH.4
841153,,2,0,,MA-115,NC,,MATH.4
841153,,2,2011,11/FA,MA-125,D,W,MATH.4
1217623,,2.998,2017,17/FA,MA-101,N,B,MATH.1
1217623,,2.998,2017,18/SP,MA-115,N,C,MATH.1
1217623,,2.998,2019,20/SB,MA-125,N,B,MATH.1
1268724,HON,3.682,0,,MA-050,NC,,MATH.3
,CE,,,,,,,
1268724,HON,3.682,0,,MA-101,NC,,MATH.3
,CE,,,,,,,
1268724,HON,3.682,2019,20/SP,MA-109,N,A,MATH.3
,CE,,,,,,,
1268724,HON,3.682,2020,20/FA,MA-125,N,B+,MATH.3
,CE,,,,,,,
1040272,,3.718,0,,MA-050,NC,,MATH.4
1040272,,3.718,0,,MA-101,NC,,MATH.4
1040272,,3.718,0,,MA-109,PR,,MATH.4
1040272,,3.718,0,,MA-115,NC,,MATH.4
1040272,,3.718,2015,15/FA,MA-109,TR,T,MATH.4
1040272,,3.718,2015,15/FA,MA-125,N,B-,MATH.4
1002238,,3.083,0,,MA-050,NC,,MATH.4
1002238,,3.083,0,,MA-101,NC,,MATH.4
1002238,,3.083,0,,MA-109,NC,,MATH.4
1002238,,3.083,0,,MA-115,NC,,MATH.4
1002238,,3.083,2014,14/FA,MA-125,N,C,MATH.4
873998,,3.88,0,,MA-050,NC,,MATH.4
873998,,3.88,0,,MA-101,NC,,MATH.4
873998,,3.88,0,,MA-109,NC,,MATH.4
873998,,3.88,0,,MA-115,NC,,MATH.4
873998,,3.88,2012,12/FA,MA-125,N,A,MATH.4
1311696,MA,3.162,0,,MA-050,NC,,MATH.4
1311696,MA,3.162,0,,MA-101,NC,,MATH.4
1311696,MA,3.162,0,,MA-109,NC,,MATH.4
1311696,MA,3.162,0,,MA-115,NC,,MATH.4
1311696,MA,3.162,2020,20/FA,MA-125,N,B+,MATH.4
894028,,3.306,0,,MA-050,NC,,MATH.4
894028,,3.306,0,,MA-101,NC,,MATH.4
894028,,3.306,0,,MA-109,NC,,MATH.4
894028,,3.306,0,,MA-115,NC,,MATH.4
894028,,3.306,2012,12/FA,MA-125,N,A-,MATH.4
1238854,CE,3.588,0,,MA-050,NC,,MATH.4
1238854,CE,3.588,0,,MA-101,NC,,MATH.4
1238854,CE,3.588,0,,MA-109,NC,,MATH.4
1238854,CE,3.588,0,,MA-115,NC,,MATH.4
1238854,CE,3.588,2018,18/FA,MA-125,N,A-,MATH.4
837624,,2.648,0,,MA-050,NC,,MATH.4
837624,,2.648,0,,MA-101,NC,,MATH.4
837624,,2.648,0,,MA-109,NC,,MATH.4
837624,,2.648,0,,MA-115,NC,,MATH.4
837624,,2.648,2011,11/FA,MA-125,N,C+,MATH.4
1246671,,3.654,0,,MA-050,NC,,MATH.3
1246671,,3.654,0,,MA-101,NC,,MATH.3
1246671,,3.654,2018,19/SP,MA-115,N,B+,MATH.3
1246671,,3.654,2019,19/FA,MA-125,N,B+,MATH.3
1319885,HON,3.583,0,,MA-050,NC,,MATH.4
,CS,,,,,,,
1319885,HON,3.583,0,,MA-101,NC,,MATH.4
,CS,,,,,,,
1319885,HON,3.583,0,,MA-109,NC,,MATH.4
,CS,,,,,,,
1319885,HON,3.583,0,,MA-115,NC,,MATH.4
,CS,,,,,,,
1319885,HON,3.583,2021,22/SP,MA-125,N,,MATH.4
,CS,,,,,,,
885352,,3.179,0,,MA-050,NC,,MATH.3
885352,,3.179,0,,MA-101,NC,,MATH.3
885352,,3.179,2012,13/SP,MA-105,N,B+,MATH.3
885352,,3.179,2013,13/FA,MA-109,N,B-,MATH.3
885352,,3.179,2013,14/SP,MA-125,N,B+,MATH.3
1243983,,2.57,0,,MA-050,NC,,MATH.3
1243983,,2.57,0,,MA-101,NC,,MATH.3
1243983,,2.57,2018,18/FA,MA-115,N,C-,MATH.3
1243983,,2.57,2018,19/SP,MA-125,D,W,MATH.3
1243983,,2.57,2019,19/SC,MA-125,TR,T,MATH.3
1174600,SE,3.591,0,,MA-050,NC,,MATH.3
1174600,SE,3.591,0,,MA-101,NC,,MATH.3
1174600,SE,3.591,2018,19/SP,MA-115,N,A-,MATH.3
1174600,SE,3.591,2019,19/FA,MA-125,N,B,MATH.3
1231479,BY,2.823,0,,MA-050,NC,,MATH.4
1231479,BY,2.823,0,,MA-101,NC,,MATH.4
1231479,BY,2.823,0,,MA-109,NC,,MATH.4
1231479,BY,2.823,0,,MA-115,NC,,MATH.4
1231479,BY,2.823,2018,18/FA,MA-125,D,W,MATH.4
817466,,2.265,2013,13/FA,MA-125,N,C-,
817466,,2.265,2013,13/FA,MA-101,TR,T,
782250,,3.484,0,,MA-050,NC,,MATH.4
782250,,3.484,0,,MA-101,NC,,MATH.4
782250,,3.484,0,,MA-109,NC,,MATH.4
782250,,3.484,0,,MA-115,NC,,MATH.4
782250,,3.484,2010,11/SP,MA-101,TR,T,MATH.4
782250,,3.484,2010,11/SP,MA-125,N,B-,MATH.4
821686,,3.141,0,,MA-050,NC,,MATH.3
821686,,3.141,0,,MA-101,NC,,MATH.3
821686,,3.141,2011,11/FA,MA-109,N,B-,MATH.3
821686,,3.141,2011,12/SP,MA-125,N,C,MATH.3
1049567,,3.692,0,,MA-050,NC,,MATH.3
1049567,,3.692,0,,MA-101,NC,,MATH.3
1049567,,3.692,2015,15/FA,MA-109,N,B+,MATH.3
1049567,,3.692,2015,16/SP,MA-125,N,A-,MATH.3
1049567,,3.692,2017,17/FA,MA-105,N,A,MATH.3
774269,,3.792,0,,MA-050,NC,,MATH.4
774269,,3.792,0,,MA-101,NC,,MATH.4
774269,,3.792,0,,MA-109,NC,,MATH.4
774269,,3.792,0,,MA-115,NC,,MATH.4
774269,,3.792,2010,10/FA,MA-125,N,A-,MATH.4
906695,,2.998,0,,MA-050,NC,,MATH.4
906695,,2.998,0,,MA-101,NC,,MATH.4
906695,,2.998,0,,MA-109,NC,,MATH.4
906695,,2.998,0,,MA-115,NC,,MATH.4
906695,,2.998,2014,14/FA,MA-125,N,C-,MATH.4
1212304,CJ,3.167,0,,MA-050,NC,,MATH.4
1212304,CJ,3.167,0,,MA-101,NC,,MATH.4
1212304,CJ,3.167,0,,MA-109,NC,,MATH.4
1212304,CJ,3.167,0,,MA-115,NC,,MATH.4
1212304,CJ,3.167,2018,18/FA,MA-125,N,C+,MATH.4
1100694,,3.226,0,,MA-050,NC,,MATH.4
1100694,,3.226,0,,MA-101,NC,,MATH.4
1100694,,3.226,0,,MA-109,NC,,MATH.4
1100694,,3.226,0,,MA-115,NC,,MATH.4
1100694,,3.226,2017,17/FA,MA-125,N,C-,MATH.4
935104,,3.398,0,,MA-050,NC,,MATH.4
935104,,3.398,0,,MA-101,NC,,MATH.4
935104,,3.398,0,,MA-109,NC,,MATH.4
935104,,3.398,0,,MA-115,NC,,MATH.4
935104,,3.398,2013,14/SP,MA-125,N,C,MATH.4
1146871,,0.7,0,,MA-050,NC,,MATH.4
1146871,,0.7,0,,MA-101,NC,,MATH.4
1146871,,0.7,0,,MA-109,NC,,MATH.4
1146871,,0.7,0,,MA-115,NC,,MATH.4
1146871,,0.7,2017,17/FA,MA-125,N,F,MATH.4
1288201,MA,3.849,0,,MA-050,NC,,MATH.3
,EDE,,,,,,,
1288201,MA,3.849,0,,MA-101,NC,,MATH.3
,EDE,,,,,,,
1288201,MA,3.849,2019,19/FA,MA-109,N,A,MATH.3
,EDE,,,,,,,
1288201,MA,3.849,2019,20/SP,MA-125,N,P,MATH.3
,EDE,,,,,,,
943921,,1.612,0,,MA-050,NC,,MATH.4
943921,,1.612,0,,MA-101,NC,,MATH.4
943921,,1.612,0,,MA-109,NC,,MATH.4
943921,,1.612,0,,MA-115,NC,,MATH.4
943921,,1.612,2013,13/FA,MA-125,D,W,MATH.4
943921,,1.612,2013,14/SP,MA-125,N,C,MATH.4
1211350,,1.511,0,,MA-050,NC,,MATH.3
1211350,,1.511,0,,MA-101,NC,,MATH.3
1211350,,1.511,2018,18/FA,MA-109,N,B+,MATH.3
1211350,,1.511,2018,19/SP,MA-125,N,F,MATH.3
1135332,,3.918,0,,MA-050,NC,,MATH.4
1135332,,3.918,0,,MA-101,NC,,MATH.4
1135332,,3.918,0,,MA-109,NC,,MATH.4
1135332,,3.918,0,,MA-115,NC,,MATH.4
1135332,,3.918,2016,16/FA,MA-125,N,A,MATH.4
764183,,2.968,0,,MA-050,NC,,MATH.4
764183,,2.968,0,,MA-101,NC,,MATH.4
764183,,2.968,0,,MA-050,NC,,MATH.4
764183,,2.968,0,,MA-101,NC,,MATH.4
764183,,2.968,0,,MA-109,NC,,MATH.4
764183,,2.968,0,,MA-115,NC,,MATH.4
764183,,2.968,2010,10/FA,MA-125,N,C,MATH.4
824998,,3.604,0,,MA-050,NC,,MATH.4
824998,,3.604,0,,MA-101,NC,,MATH.4
824998,,3.604,0,,MA-109,NC,,MATH.4
824998,,3.604,0,,MA-115,NC,,MATH.4
824998,,3.604,2011,11/FA,MA-125,N,A-,MATH.4
937895,,2.9,0,,MA-050,NC,,MATH.2
937895,,2.9,2015,15/FA,MA-101,N,A-,MATH.2
937895,,2.9,2015,16/SP,MA-109,N,D-,MATH.2
937895,,2.9,2016,16/FA,MA-109,N,B-,MATH.2
937895,,2.9,2016,17/SP,MA-125,D,W,MATH.2
937895,,2.9,2017,17/FA,MA-125,D,W,MATH.2
1110408,,3.276,0,,MA-050,NC,,MATH.4
1110408,,3.276,0,,MA-101,NC,,MATH.4
1110408,,3.276,0,,MA-109,NC,,MATH.4
1110408,,3.276,0,,MA-115,NC,,MATH.4
1110408,,3.276,2017,17/FA,MA-125,N,C,MATH.4
746956,,2.989,2011,12/SP,MA-101,TR,T,
746956,,2.989,2011,12/SP,MA-109,TR,T,
746956,,2.989,2012,12/FA,MA-115,N,B+,
746956,,2.989,2013,14/SP,MA-125,N,B,
1002488,,3.906,0,,MA-050,NC,,MATH.4
1002488,,3.906,0,,MA-101,NC,,MATH.4
1002488,,3.906,0,,MA-109,NC,,MATH.4
1002488,,3.906,0,,MA-115,NC,,MATH.4
1002488,,3.906,2015,15/FA,MA-125,N,A,MATH.4
727861,,3.088,2010,10/FA,MA-101,TR,T,
727861,,3.088,2010,10/FA,MA-109,TR,T,
727861,,3.088,2010,10/FA,MA-125,N,C+,
1076607,BU,3.085,0,,MA-050,NC,,MATH.4
1076607,BU,3.085,0,,MA-101,NC,,MATH.4
1076607,BU,3.085,0,,MA-109,NC,,MATH.4
1076607,BU,3.085,0,,MA-115,NC,,MATH.4
1076607,BU,3.085,2015,15/FA,MA-125,N,B-,MATH.4
1012703,,2.687,2014,14/FA,MA-109,TR,T,
1012703,,2.687,2014,14/FA,MA-105,TR,T,
1012703,,2.687,2014,14/FA,MA-101,TR,T,
1012703,,2.687,2014,14/FA,MA-125,N,C-,
1325247,BY,3.52,0,,MA-050,NC,,MATH.3
1325247,BY,3.52,0,,MA-101,NC,,MATH.3
1325247,BY,3.52,2021,21/FA,MA-125,TR,T,MATH.3
1325247,BY,3.52,2021,21/FA,MA-125,D,W,MATH.3
1151802,,3.9,0,,MA-050,NC,,MATH.4
1151802,,3.9,0,,MA-101,NC,,MATH.4
1151802,,3.9,0,,MA-109,NC,,MATH.4
1151802,,3.9,0,,MA-115,NC,,MATH.4
1151802,,3.9,2018,18/FA,MA-125,N,B+,MATH.4
1232786,BUBFR,3.465,0,,MA-050,NC,,MATH.4
1232786,BUBFR,3.465,0,,MA-101,NC,,MATH.4
1232786,BUBFR,3.465,0,,MA-109,NC,,MATH.4
1232786,BUBFR,3.465,0,,MA-115,NC,,MATH.4
1232786,BUBFR,3.465,2019,19/FA,MA-125,N,C-,MATH.4
1098729,,3.732,0,,MA-050,NC,,MATH.4
1098729,,3.732,0,,MA-101,NC,,MATH.4
1098729,,3.732,0,,MA-109,NC,,MATH.4
1098729,,3.732,0,,MA-115,NC,,MATH.4
1098729,,3.732,2016,16/FA,MA-125,N,A,MATH.4
1230848,,3.883,0,,MA-050,NC,,MATH.4
1230848,,3.883,0,,MA-101,NC,,MATH.4
1230848,,3.883,0,,MA-109,NC,,MATH.4
1230848,,3.883,0,,MA-115,NC,,MATH.4
1230848,,3.883,2019,19/FA,MA-125,N,A,MATH.4
1026725,,2.965,0,,MA-050,NC,,MATH.4
1026725,,2.965,0,,MA-101,NC,,MATH.4
1026725,,2.965,0,,MA-109,NC,,MATH.4
1026725,,2.965,0,,MA-115,NC,,MATH.4
1026725,,2.965,2014,14/FA,MA-125,D,W,MATH.4
1026725,,2.965,2017,17/FA,MA-115,N,B,MATH.4
991063,,3.247,0,,MA-050,NC,,MATH.4
991063,,3.247,0,,MA-101,NC,,MATH.4
991063,,3.247,0,,MA-109,NC,,MATH.4
991063,,3.247,0,,MA-115,NC,,MATH.4
991063,,3.247,2014,14/FA,MA-125,N,B+,MATH.4
991063,,3.247,2015,15/SC,MA-101,TR,T,MATH.4
717870,,2.807,0,,MA-050,NC,,MATH.4
717870,,2.807,0,,MA-101,NC,,MATH.4
717870,,2.807,0,,MA-109,NC,,MATH.4
717870,,2.807,0,,MA-115,NC,,MATH.4
717870,,2.807,2010,10/FA,MA-125,N,D-,MATH.4
765888,,2.953,0,,MA-050,NC,,MATH.4P
765888,,2.953,0,,MA-101,NC,,MATH.4P
765888,,2.953,0,,MA-109,NC,,MATH.4P
765888,,2.953,0,,MA-115,NC,,MATH.4P
765888,,2.953,2010,10/FA,MA-125,N,B+,MATH.4P
888880,,3.532,0,,MA-050,NC,,MATH.3
888880,,3.532,0,,MA-101,NC,,MATH.3
888880,,3.532,2012,12/FA,MA-109,N,B,MATH.3
888880,,3.532,2012,13/SP,MA-125,N,B-,MATH.3
1084242,,3.846,0,,MA-050,NC,,MATH.4
1084242,,3.846,0,,MA-101,NC,,MATH.4
1084242,,3.846,0,,MA-109,NC,,MATH.4
1084242,,3.846,0,,MA-115,NC,,MATH.4
1084242,,3.846,2015,15/FA,MA-125,N,A,MATH.4
1050254,,3.972,0,,MA-050,NC,,MATH.2
1050254,,3.972,2015,15/FA,MA-105,N,A,MATH.2
1050254,,3.972,2016,17/SP,MA-125,N,A,MATH.2
1176895,,3.846,0,,MA-050,NC,,MATH.4
1176895,,3.846,0,,MA-101,NC,,MATH.4
1176895,,3.846,0,,MA-109,NC,,MATH.4
1176895,,3.846,0,,MA-115,NC,,MATH.4
1176895,,3.846,2017,18/SP,MA-125,N,B+,MATH.4
1029046,,4,0,,MA-050,NC,,MATH.4
1029046,,4,0,,MA-101,NC,,MATH.4
1029046,,4,0,,MA-109,NC,,MATH.4
1029046,,4,0,,MA-115,NC,,MATH.4
1029046,,4,2015,15/FA,MA-125,N,A,MATH.4
1259540,MA,3.03,0,,MA-050,NC,,MATH.4
1259540,MA,3.03,0,,MA-101,NC,,MATH.4
1259540,MA,3.03,0,,MA-109,PR,,MATH.4
1259540,MA,3.03,0,,MA-115,NC,,MATH.4
1259540,MA,3.03,2019,19/FA,MA-109,TR,T,MATH.4
1259540,MA,3.03,2020,20/FA,MA-125,N,B+,MATH.4
1315692,CE,3.888,0,,MA-050,NC,,MATH.3
1315692,CE,3.888,0,,MA-101,NC,,MATH.3
1315692,CE,3.888,2020,20/FA,MA-115,N,B,MATH.3
1315692,CE,3.888,2020,21/SP,MA-125,D,W,MATH.3
1315692,CE,3.888,2021,21/SC,MA-125,TR,T,MATH.3
948673,,2.989,0,,MA-050,NC,,MATH.4
948673,,2.989,0,,MA-101,NC,,MATH.4
948673,,2.989,0,,MA-109,NC,,MATH.4
948673,,2.989,0,,MA-115,NC,,MATH.4
948673,,2.989,2014,14/FA,MA-125,N,C,MATH.4
729585,,3.557,0,,MA-050,NC,,MATH.4
729585,,3.557,0,,MA-101,NC,,MATH.4
729585,,3.557,0,,MA-109,NC,,MATH.4
729585,,3.557,0,,MA-115,NC,,MATH.4
729585,,3.557,2011,11/FA,MA-125,N,A,MATH.4
1325391,CS,3.323,0,,MA-050,NC,,MATH.4
1325391,CS,3.323,0,,MA-101,NC,,MATH.4
1325391,CS,3.323,0,,MA-109,NC,,MATH.4
1325391,CS,3.323,0,,MA-115,NC,,MATH.4
1325391,CS,3.323,2021,21/FA,MA-125,N,B+,MATH.4
716131,,2.872,0,,MA-050,NC,,MATH.3P
716131,,2.872,0,,MA-101,NC,,MATH.3P
716131,,2.872,2009,10/SP,MA-115,N,B-,MATH.3P
716131,,2.872,2012,12/FA,MA-109,A,B,MATH.3P
716131,,2.872,2012,13/SP,MA-125,N,C+,MATH.3P
992385,,2.299,0,,MA-050,NC,,MATH.2
992385,,2.299,2015,15/FA,MA-101,N,C+,MATH.2
992385,,2.299,2015,16/SP,MA-109,N,F,MATH.2
992385,,2.299,2016,17/SP,MA-109,N,C-,MATH.2
992385,,2.299,2017,17/FA,MA-125,N,D-,MATH.2
992385,,2.299,2017,18/SP,MA-125,N,F,MATH.2
951590,,3.733,0,,MA-050,NC,,MATH.4
951590,,3.733,0,,MA-101,NC,,MATH.4
951590,,3.733,0,,MA-109,NC,,MATH.4
951590,,3.733,0,,MA-115,NC,,MATH.4
951590,,3.733,2016,17/SP,MA-125,N,A,MATH.4
1168527,,3.511,2016,17/SP,MA-101,TR,T,
1168527,,3.511,2016,17/SP,MA-109,TR,T,
1168527,,3.511,2016,17/SP,MA-125,N,A,
997311,,3.322,0,,MA-050,NC,,MATH.4
997311,,3.322,0,,MA-101,NC,,MATH.4
997311,,3.322,0,,MA-109,NC,,MATH.4
997311,,3.322,0,,MA-115,NC,,MATH.4
997311,,3.322,2014,14/FA,MA-125,N,B-,MATH.4
1046905,,3.701,0,,MA-050,NC,,MATH.4
1046905,,3.701,0,,MA-101,NC,,MATH.4
1046905,,3.701,0,,MA-109,NC,,MATH.4
1046905,,3.701,0,,MA-115,NC,,MATH.4
1046905,,3.701,2015,15/FA,MA-125,N,B+,MATH.4
997951,,3.716,2015,15/FA,MA-125,N,A-,
816061,,3.263,0,,MA-050,NC,,MATH.4
816061,,3.263,0,,MA-101,NC,,MATH.4
816061,,3.263,0,,MA-109,NC,,MATH.4
816061,,3.263,0,,MA-115,NC,,MATH.4
816061,,3.263,2011,11/FA,MA-125,N,C+,MATH.4
844603,,3.368,0,,MA-050,NC,,MATH.3
844603,,3.368,0,,MA-101,NC,,MATH.3
844603,,3.368,2011,12/SP,MA-115,N,A,MATH.3
844603,,3.368,2012,13/SP,MA-125,N,C-,MATH.3
904577,SE,2.813,0,,MA-050,NC,,MATH.3
904577,SE,2.813,0,,MA-101,NC,,MATH.3
904577,SE,2.813,2013,14/SP,MA-109,N,F,MATH.3
904577,SE,2.813,2014,14/FA,MA-109,N,B,MATH.3
904577,SE,2.813,2014,15/SP,MA-125,N,D-,MATH.3
904577,SE,2.813,2019,20/SP,MA-125,N,A,MATH.3
759500,,3.415,0,,MA-050,NC,,MATH.3
759500,,3.415,0,,MA-101,NC,,MATH.3
759500,,3.415,2011,11/FA,MA-125,N,C,MATH.3
1160223,,3.939,0,,MA-050,NC,,MATH.4
1160223,,3.939,0,,MA-101,NC,,MATH.4
1160223,,3.939,0,,MA-109,NC,,MATH.4
1160223,,3.939,0,,MA-115,NC,,MATH.4
1160223,,3.939,2017,17/FA,MA-125,N,A,MATH.4
782476,,3.005,0,,MA-050,NC,,MATH.4
782476,,3.005,0,,MA-101,NC,,MATH.4
782476,,3.005,0,,MA-050,NC,,MATH.4
782476,,3.005,0,,MA-101,NC,,MATH.4
782476,,3.005,0,,MA-109,NC,,MATH.4
782476,,3.005,0,,MA-115,NC,,MATH.4
782476,,3.005,2010,11/SP,MA-125,N,C+,MATH.4
858995,,3.234,0,,MA-050,NC,,MATH.3
858995,,3.234,0,,MA-101,NC,,MATH.3
858995,,3.234,2011,11/FA,MA-109,D,W,MATH.3
858995,,3.234,2013,13/FA,MA-109,N,D,MATH.3
858995,,3.234,2013,14/SP,MA-109,N,B,MATH.3
858995,,3.234,2015,15/FA,MA-125,N,B-,MATH.3
1156863,SE,3.734,0,,MA-050,NC,,MATH.4
1156863,SE,3.734,0,,MA-101,NC,,MATH.4
1156863,SE,3.734,0,,MA-109,NC,,MATH.4
1156863,SE,3.734,0,,MA-115,NC,,MATH.4
1156863,SE,3.734,2017,18/SP,MA-125,N,A-,MATH.4
814570,,2.939,0,,MA-050,NC,,MATH.3
814570,,2.939,0,,MA-101,NC,,MATH.3
814570,,2.939,2010,10/FA,MA-109,N,C+,MATH.3
814570,,2.939,2011,11/FA,MA-125,N,F,MATH.3
814570,,2.939,2011,12/SP,MA-125,D,W,MATH.3
814570,,2.939,2012,12/FA,MA-105,N,A,MATH.3
822005,,3.283,0,,MA-050,NC,,MATH.4
822005,,3.283,0,,MA-101,NC,,MATH.4
822005,,3.283,0,,MA-109,NC,,MATH.4
822005,,3.283,0,,MA-115,NC,,MATH.4
822005,,3.283,2011,11/FA,MA-125,N,B,MATH.4
1066178,,3.235,0,,MA-050,NC,,MATH.4
1066178,,3.235,0,,MA-101,NC,,MATH.4
1066178,,3.235,0,,MA-109,NC,,MATH.4
1066178,,3.235,0,,MA-115,NC,,MATH.4
1066178,,3.235,2015,15/FA,MA-125,N,B,MATH.4
1043723,,3.602,0,,MA-050,NC,,MATH.4
1043723,,3.602,0,,MA-101,NC,,MATH.4
1043723,,3.602,0,,MA-109,NC,,MATH.4
1043723,,3.602,0,,MA-115,NC,,MATH.4
1043723,,3.602,2016,16/FA,MA-125,N,C+,MATH.4
1065288,,3.317,0,,MA-050,NC,,MATH.4
1065288,,3.317,0,,MA-101,NC,,MATH.4
1065288,,3.317,0,,MA-109,NC,,MATH.4
1065288,,3.317,0,,MA-115,NC,,MATH.4
1065288,,3.317,2016,16/FA,MA-125,N,B-,MATH.4
898474,,3.634,0,,MA-050,NC,,MATH.4
898474,,3.634,0,,MA-101,NC,,MATH.4
898474,,3.634,0,,MA-109,NC,,MATH.4
898474,,3.634,0,,MA-115,NC,,MATH.4
898474,,3.634,2012,12/FA,MA-125,N,A,MATH.4
1311665,,2.069,0,,MA-050,NC,,MATH.4
1311665,,2.069,0,,MA-101,NC,,MATH.4
1311665,,2.069,0,,MA-109,NC,,MATH.4
1311665,,2.069,0,,MA-115,NC,,MATH.4
1311665,,2.069,2020,20/FA,MA-125,N,F,MATH.4
828056,,3.884,0,,MA-050,NC,,MATH.4
828056,,3.884,0,,MA-101,NC,,MATH.4
828056,,3.884,0,,MA-109,NC,,MATH.4
828056,,3.884,0,,MA-115,NC,,MATH.4
828056,,3.884,2010,10/FA,MA-125,A,A,MATH.4
1229951,HON,3.702,0,,MA-050,NC,,MATH.4
,HE,,,,,,,
1229951,HON,3.702,0,,MA-101,NC,,MATH.4
,HE,,,,,,,
1229951,HON,3.702,0,,MA-109,NC,,MATH.4
,HE,,,,,,,
1229951,HON,3.702,0,,MA-115,NC,,MATH.4
,HE,,,,,,,
1229951,HON,3.702,2018,18/FA,MA-125,N,A,MATH.4
,HE,,,,,,,
864349,,3.379,0,,MA-050,NC,,MATH.4
864349,,3.379,0,,MA-101,NC,,MATH.4
864349,,3.379,0,,MA-109,NC,,MATH.4
864349,,3.379,0,,MA-115,NC,,MATH.4
864349,,3.379,2012,12/FA,MA-125,N,B+,MATH.4
1017425,,3.119,2015,15/FA,MA-101,TR,T,
1017425,,3.119,2015,15/FA,MA-125,N,C+,
1017425,,3.119,2015,15/FA,MA-109,TR,T,
846770,,3.393,0,,MA-050,NC,,MATH.4
846770,,3.393,0,,MA-101,NC,,MATH.4
846770,,3.393,0,,MA-109,NC,,MATH.4
846770,,3.393,0,,MA-115,NC,,MATH.4
846770,,3.393,2011,11/FA,MA-125,N,C,MATH.4
805512,,3.657,0,,MA-050,NC,,MATH.4
805512,,3.657,0,,MA-101,NC,,MATH.4
805512,,3.657,0,,MA-109,NC,,MATH.4
805512,,3.657,0,,MA-115,NC,,MATH.4
805512,,3.657,2010,10/FA,MA-125,N,A-,MATH.4
1031303,,3.595,0,,MA-050,NC,,MATH.4
1031303,,3.595,0,,MA-101,NC,,MATH.4
1031303,,3.595,0,,MA-109,NC,,MATH.4
1031303,,3.595,0,,MA-115,NC,,MATH.4
1031303,,3.595,2015,15/FA,MA-125,N,B-,MATH.4
935142,,2.65,0,,MA-050,NC,,MATH.4
935142,,2.65,0,,MA-101,NC,,MATH.4
935142,,2.65,0,,MA-109,NC,,MATH.4
935142,,2.65,0,,MA-115,NC,,MATH.4
935142,,2.65,2013,14/SP,MA-125,N,C,MATH.4
801340,,3.633,0,,MA-050,NC,,MATH.4
801340,,3.633,0,,MA-101,NC,,MATH.4
801340,,3.633,0,,MA-109,NC,,MATH.4
801340,,3.633,0,,MA-115,NC,,MATH.4
801340,,3.633,2010,10/FA,MA-125,N,B-,MATH.4
1231205,CE,3.668,0,,MA-050,NC,,MATH.4
,HON,,,,,,,
1231205,CE,3.668,0,,MA-101,NC,,MATH.4
,HON,,,,,,,
1231205,CE,3.668,0,,MA-109,NC,,MATH.4
,HON,,,,,,,
1231205,CE,3.668,0,,MA-115,NC,,MATH.4
,HON,,,,,,,
1231205,CE,3.668,2018,18/FA,MA-125,N,A-,MATH.4
,HON,,,,,,,
1134010,,3.494,0,,MA-050,NC,,MATH.4
1134010,,3.494,0,,MA-101,NC,,MATH.4
1134010,,3.494,0,,MA-109,NC,,MATH.4
1134010,,3.494,0,,MA-115,NC,,MATH.4
1134010,,3.494,2016,16/FA,MA-125,N,A-,MATH.4
840048,,2.877,0,,MA-050,NC,,MATH.4
840048,,2.877,0,,MA-101,NC,,MATH.4
840048,,2.877,0,,MA-109,NC,,MATH.4
840048,,2.877,0,,MA-115,NC,,MATH.4
840048,,2.877,2011,11/FA,MA-125,N,B,MATH.4
1046271,,3.847,0,,MA-050,NC,,MATH.4
1046271,,3.847,0,,MA-101,NC,,MATH.4
1046271,,3.847,0,,MA-109,NC,,MATH.4
1046271,,3.847,0,,MA-115,NC,,MATH.4
1046271,,3.847,2015,16/SP,MA-125,N,A,MATH.4
1058182,,2.615,0,,MA-050,NC,,MATH.4
1058182,,2.615,0,,MA-101,NC,,MATH.4
1058182,,2.615,0,,MA-109,NC,,MATH.4
1058182,,2.615,0,,MA-115,NC,,MATH.4
1058182,,2.615,2016,17/SB,MA-125,N,A,MATH.4
999793,,3.372,0,,MA-050,NC,,MATH.4
999793,,3.372,0,,MA-101,NC,,MATH.4
999793,,3.372,0,,MA-109,NC,,MATH.4
999793,,3.372,0,,MA-115,NC,,MATH.4
